"quan_deyo","ICD10"
"Rheumatic","M05279"
"Rheumatic","M0529"
"Rheumatic","M053"
"Rheumatic","M0530"
"Rheumatic","M0531"
"Rheumatic","M05311"
"Rheumatic","M05312"
"Rheumatic","M05319"
"Rheumatic","M0532"
"Rheumatic","M05321"
"Rheumatic","M05322"
"Rheumatic","M05329"
"Rheumatic","M0533"
"Rheumatic","M05331"
"Rheumatic","M05332"
"Rheumatic","M05339"
"Rheumatic","M0534"
"Rheumatic","M05341"
"Rheumatic","M05342"
"Rheumatic","M05349"
"Rheumatic","M0535"
"Rheumatic","M05351"
"Rheumatic","M05352"
"Rheumatic","M05359"
"Rheumatic","M0536"
"Rheumatic","M05361"
"Rheumatic","M05362"
"Rheumatic","M05369"
"Rheumatic","M0537"
"Rheumatic","M05371"
"Rheumatic","M05372"
"Rheumatic","M05379"
"Rheumatic","M0539"
"Rheumatic","M054"
"Rheumatic","M0540"
"Rheumatic","M0541"
"Rheumatic","M05411"
"Rheumatic","M05412"
"Rheumatic","M05419"
"Rheumatic","M0542"
"Rheumatic","M05421"
"Rheumatic","M05422"
"Rheumatic","M05429"
"Rheumatic","M0543"
"Rheumatic","M05431"
"Rheumatic","M05432"
"Rheumatic","M05439"
"Rheumatic","M0544"
"Rheumatic","M05441"
"Rheumatic","M05442"
"Rheumatic","M05449"
"Rheumatic","M0545"
"Rheumatic","M05451"
"Rheumatic","M05452"
"Rheumatic","M05459"
"Rheumatic","M0546"
"Rheumatic","M05461"
"Rheumatic","M05462"
"Rheumatic","M05469"
"Rheumatic","M0547"
"Rheumatic","M05471"
"Rheumatic","M05472"
"Rheumatic","M05479"
"Rheumatic","M0549"
"Rheumatic","M055"
"Rheumatic","M0550"
"Rheumatic","M0551"
"Rheumatic","M05511"
"Rheumatic","M05512"
"Rheumatic","M05519"
"Rheumatic","M0552"
"Rheumatic","M05521"
"Rheumatic","M05522"
"Rheumatic","M05529"
"Rheumatic","M0553"
"Rheumatic","M05531"
"Rheumatic","M05532"
"Rheumatic","M05539"
"Rheumatic","M0554"
"Rheumatic","M05541"
"Rheumatic","M05542"
"Rheumatic","M05549"
"Rheumatic","M0555"
"Rheumatic","M05551"
"Rheumatic","M05552"
"Rheumatic","M05559"
"Rheumatic","M0556"
"Rheumatic","M05561"
"Rheumatic","M05562"
"Rheumatic","M05569"
"Rheumatic","M0557"
"Rheumatic","M05571"
"Rheumatic","M05572"
"Rheumatic","M05579"
"Rheumatic","M0559"
"Rheumatic","M056"
"Rheumatic","M0560"
"Rheumatic","M0561"
"Rheumatic","M05611"
"Rheumatic","M05612"
"Rheumatic","M05619"
"Rheumatic","M0562"
"Rheumatic","M05621"
"Rheumatic","M05622"
"Rheumatic","M05629"
"Rheumatic","M0563"
"Rheumatic","M05631"
"Rheumatic","M05632"
"Rheumatic","M05639"
"Rheumatic","M0564"
"Rheumatic","M05641"
"Rheumatic","M05642"
"Rheumatic","M05649"
"Rheumatic","M0565"
"Rheumatic","M05651"
"Rheumatic","M05652"
"Rheumatic","M05659"
"Rheumatic","M0566"
"Rheumatic","M05661"
"Rheumatic","M05662"
"Rheumatic","M05669"
"Rheumatic","M0567"
"Rheumatic","M05671"
"Rheumatic","M05672"
"Rheumatic","M05679"
"Rheumatic","M0569"
"Rheumatic","M057"
"Rheumatic","M0570"
"Rheumatic","M0571"
"Rheumatic","M05711"
"Rheumatic","M05712"
"Rheumatic","M05719"
"Rheumatic","M0572"
"Rheumatic","M05721"
"Rheumatic","M05722"
"Rheumatic","M05729"
"Rheumatic","M0573"
"Rheumatic","M05731"
"Rheumatic","M05732"
"Rheumatic","M05739"
"Rheumatic","M0574"
"Rheumatic","M05741"
"Rheumatic","M05742"
"Rheumatic","M05749"
"Rheumatic","M0575"
"Rheumatic","M05751"
"Rheumatic","M05752"
"Rheumatic","M05759"
"Rheumatic","M0576"
"Rheumatic","M05761"
"Rheumatic","M05762"
"Rheumatic","M05769"
"Rheumatic","M0577"
"Rheumatic","M05771"
"Rheumatic","M05772"
"Rheumatic","M05779"
"Rheumatic","M0579"
"Rheumatic","M058"
"Rheumatic","M0580"
"Rheumatic","M0581"
"Rheumatic","M05811"
"Rheumatic","M05812"
"Rheumatic","M05819"
"Rheumatic","M0582"
"Rheumatic","M05821"
"Rheumatic","M05822"
"Rheumatic","M05829"
"Rheumatic","M0583"
"Rheumatic","M05831"
"Rheumatic","M05832"
"Rheumatic","M05839"
"Rheumatic","M0584"
"Rheumatic","M05841"
"Rheumatic","M05842"
"Rheumatic","M05849"
"Rheumatic","M0585"
"Rheumatic","M05851"
"Rheumatic","M05852"
"Rheumatic","M05859"
"Rheumatic","M0586"
"Rheumatic","M05861"
"Rheumatic","M05862"
"Rheumatic","M05869"
"Rheumatic","M0587"
"Rheumatic","M05871"
"Rheumatic","M05872"
"Rheumatic","M05879"
"Rheumatic","M0589"
"Rheumatic","M059"
"Rheumatic","M06"
"Rheumatic","M060"
"Rheumatic","M0600"
"Rheumatic","M0601"
"Rheumatic","M06011"
"Rheumatic","M06012"
"Rheumatic","M06019"
"Rheumatic","M0602"
"Rheumatic","M06021"
"Rheumatic","M06022"
"Rheumatic","M06029"
"Rheumatic","M0603"
"Rheumatic","M06031"
"Rheumatic","M06032"
"Rheumatic","M06039"
"Rheumatic","M0604"
"Rheumatic","M06041"
"Rheumatic","M06042"
"Rheumatic","M06049"
"Rheumatic","M0605"
"Rheumatic","M06051"
"Rheumatic","M06052"
"Rheumatic","M06059"
"Rheumatic","M0606"
"Rheumatic","M06061"
"Rheumatic","M06062"
"Rheumatic","M06069"
"Rheumatic","M0607"
"Rheumatic","M06071"
"Rheumatic","M06072"
"Rheumatic","M06079"
"Rheumatic","M0608"
"Rheumatic","M0609"
"Rheumatic","M061"
"Rheumatic","M062"
"Rheumatic","M0620"
"Rheumatic","M0621"
"Rheumatic","M06211"
"Rheumatic","M06212"
"Rheumatic","M06219"
"Rheumatic","M0622"
"Rheumatic","M06221"
"Rheumatic","M06222"
"Rheumatic","M06229"
"Rheumatic","M0623"
"Rheumatic","M06231"
"Rheumatic","M06232"
"Rheumatic","M06239"
"Rheumatic","M0624"
"Rheumatic","M06241"
"Rheumatic","M06242"
"Rheumatic","M06249"
"Rheumatic","M0625"
"Rheumatic","M06251"
"Rheumatic","M06252"
"Rheumatic","M06259"
"Rheumatic","M0626"
"Rheumatic","M06261"
"Rheumatic","M06262"
"Rheumatic","M06269"
"Rheumatic","M0627"
"Rheumatic","M06271"
"Rheumatic","M06272"
"Rheumatic","M06279"
"Rheumatic","M0628"
"Rheumatic","M0629"
"Rheumatic","M063"
"Rheumatic","M0630"
"Rheumatic","M0631"
"Rheumatic","M06311"
"Rheumatic","M06312"
"Rheumatic","M06319"
"Rheumatic","M0632"
"Rheumatic","M06321"
"Rheumatic","M06322"
"Rheumatic","M06329"
"Rheumatic","M0633"
"Rheumatic","M06331"
"Rheumatic","M06332"
"Rheumatic","M06339"
"Rheumatic","M0634"
"Rheumatic","M06341"
"Rheumatic","M06342"
"Rheumatic","M06349"
"Rheumatic","M0635"
"Rheumatic","M06351"
"Rheumatic","M06352"
"Rheumatic","M06359"
"Rheumatic","M0636"
"Rheumatic","M06361"
"Rheumatic","M06362"
"Rheumatic","M06369"
"Rheumatic","M0637"
"Rheumatic","M06371"
"Rheumatic","M06372"
"Rheumatic","M06379"
"Rheumatic","M0638"
"Rheumatic","M0639"
"Rheumatic","M064"
"Rheumatic","M068"
"Rheumatic","M0680"
"Rheumatic","M0681"
"Rheumatic","M06811"
"Rheumatic","M06812"
"Rheumatic","M06819"
"Rheumatic","M0682"
"Rheumatic","M06821"
"Rheumatic","M06822"
"Rheumatic","M06829"
"Rheumatic","M0683"
"Rheumatic","M06831"
"Rheumatic","M06832"
"Rheumatic","M06839"
"Rheumatic","M0684"
"Rheumatic","M06841"
"Rheumatic","M06842"
"Rheumatic","M06849"
"Rheumatic","M0685"
"Rheumatic","M06851"
"Rheumatic","M06852"
"Rheumatic","M06859"
"Rheumatic","M0686"
"Rheumatic","M06861"
"Rheumatic","M06862"
"Rheumatic","M06869"
"Rheumatic","M0687"
"Rheumatic","M06871"
"Rheumatic","M06872"
"Rheumatic","M06879"
"Rheumatic","M0688"
"Rheumatic","M0689"
"Rheumatic","M069"
"Rheumatic","M315"
"Rheumatic","M32"
"Rheumatic","M320"
"Rheumatic","M321"
"Rheumatic","M3210"
"Rheumatic","M3211"
"Rheumatic","M3212"
"Rheumatic","M3213"
"Rheumatic","M3214"
"Rheumatic","M3215"
"Rheumatic","M3219"
"Rheumatic","M328"
"Rheumatic","M329"
"Rheumatic","M33"
"Rheumatic","M330"
"Rheumatic","M3300"
"Rheumatic","M3301"
"Rheumatic","M3302"
"Rheumatic","M3303"
"Rheumatic","M3309"
"Rheumatic","M331"
"Rheumatic","M3310"
"Rheumatic","M3311"
"Rheumatic","M3312"
"Rheumatic","M3313"
"Rheumatic","M3319"
"Rheumatic","M332"
"Rheumatic","M3320"
"Rheumatic","M3321"
"Rheumatic","M3322"
"Rheumatic","M3329"
"Rheumatic","M339"
"Rheumatic","M3390"
"Rheumatic","M3391"
"Rheumatic","M3392"
"Rheumatic","M3393"
"Rheumatic","M3399"
"Rheumatic","M34"
"Rheumatic","M340"
"Rheumatic","M341"
"Rheumatic","M342"
"Rheumatic","M348"
"Rheumatic","M3481"
"Rheumatic","M3482"
"Rheumatic","M3483"
"Rheumatic","M3489"
"Rheumatic","M349"
"Rheumatic","M351"
"Rheumatic","M353"
"Rheumatic","M360"
"PUD","K25"
"PUD","K250"
"PUD","K251"
"PUD","K252"
"PUD","K253"
"PUD","K254"
"PUD","K255"
"PUD","K256"
"PUD","K257"
"PUD","K259"
"PUD","K26"
"PUD","K260"
"PUD","K261"
"PUD","K262"
"PUD","K263"
"PUD","K264"
"PUD","K265"
"PUD","K266"
"PUD","K267"
"PUD","K269"
"PUD","K27"
"PUD","K270"
"PUD","K271"
"PUD","K272"
"PUD","K273"
"PUD","K274"
"PUD","K275"
"PUD","K276"
"PUD","K277"
"PUD","K279"
"PUD","K28"
"PUD","K280"
"PUD","K281"
"PUD","K282"
"PUD","K283"
"PUD","K284"
"PUD","K285"
"PUD","K286"
"PUD","K287"
"PUD","K289"
"LiverMild","B18"
"LiverMild","B180"
"LiverMild","B181"
"LiverMild","B182"
"LiverMild","B188"
"LiverMild","B189"
"LiverMild","K700"
"LiverMild","K701"
"LiverMild","K7010"
"LiverMild","K7011"
"LiverMild","K702"
"LiverMild","K703"
"LiverMild","K7030"
"LiverMild","K7031"
"LiverMild","K709"
"LiverMild","K713"
"LiverMild","K714"
"LiverMild","K715"
"LiverMild","K7150"
"LiverMild","K7151"
"LiverMild","K717"
"LiverMild","K73"
"LiverMild","K730"
"LiverMild","K731"
"LiverMild","K732"
"LiverMild","K738"
"LiverMild","K739"
"LiverMild","K74"
"LiverMild","K740"
"LiverMild","K741"
"LiverMild","K742"
"LiverMild","K743"
"LiverMild","K744"
"LiverMild","K745"
"LiverMild","K746"
"LiverMild","K7460"
"LiverMild","K7469"
"LiverMild","K760"
"LiverMild","K762"
"LiverMild","K763"
"LiverMild","K764"
"LiverMild","K768"
"LiverMild","K7681"
"LiverMild","K7689"
"LiverMild","K769"
"LiverMild","Z944"
"DM","E100"
"DM","E101"
"DM","E1010"
"DM","E1011"
"DM","E106"
"DM","E1061"
"DM","E10610"
"DM","E10618"
"DM","E1062"
"DM","E10620"
"DM","E10621"
"DM","E10622"
"DM","E10628"
"DM","E1063"
"DM","E10630"
"DM","E10638"
"DM","E1064"
"DM","E10641"
"DM","E10649"
"DM","E1065"
"DM","E1069"
"DM","E108"
"DM","E109"
"DM","E110"
"DM","E1100"
"DM","E1101"
"DM","E111"
"DM","E1110"
"DM","E1111"
"DM","E116"
"DM","E1161"
"DM","E11610"
"DM","E11618"
"DM","E1162"
"DM","E11620"
"DM","E11621"
"DM","E11622"
"DM","E11628"
"DM","E1163"
"DM","E11630"
"DM","E11638"
"DM","E1164"
"DM","E11641"
"DM","E11649"
"DM","E1165"
"DM","E1169"
"DM","E118"
"DM","E119"
"DM","E120"
"DM","E121"
"DM","E126"
"DM","E128"
"DM","E129"
"DM","E130"
"DM","E1300"
"DM","E1301"
"DM","E131"
"DM","E1310"
"DM","E1311"
"DM","E136"
"DM","E1361"
"DM","E13610"
"DM","E13618"
"DM","E1362"
"DM","E13620"
"DM","E13621"
"DM","E13622"
"DM","E13628"
"DM","E1363"
"DM","E13630"
"DM","E13638"
"DM","E1364"
"DM","E13641"
"DM","E13649"
"DM","E1365"
"DM","E1369"
"DM","E138"
"DM","E139"
"DM","E140"
"DM","E141"
"DM","E146"
"DM","E148"
"DM","E149"
"DMcx","E102"
"DMcx","E1021"
"DMcx","E1022"
"DMcx","E1029"
"DMcx","E103"
"DMcx","E1031"
"DMcx","E10311"
"DMcx","E10319"
"DMcx","E1032"
"DMcx","E10321"
"DMcx","E103211"
"DMcx","E103212"
"DMcx","E103213"
"DMcx","E103219"
"DMcx","E10329"
"DMcx","E103291"
"DMcx","E103292"
"DMcx","E103293"
"DMcx","E103299"
"DMcx","E1033"
"DMcx","E10331"
"DMcx","E103311"
"DMcx","E103312"
"DMcx","E103313"
"DMcx","E103319"
"DMcx","E10339"
"DMcx","E103391"
"DMcx","E103392"
"DMcx","E103393"
"DMcx","E103399"
"DMcx","E1034"
"DMcx","E10341"
"DMcx","E103411"
"DMcx","E103412"
"DMcx","E103413"
"DMcx","E103419"
"DMcx","E10349"
"DMcx","E103491"
"DMcx","E103492"
"DMcx","E103493"
"DMcx","E103499"
"DMcx","E1035"
"DMcx","E10351"
"DMcx","E103511"
"DMcx","E103512"
"DMcx","E103513"
"DMcx","E103519"
"DMcx","E10352"
"DMcx","E103521"
"DMcx","E103522"
"DMcx","E103523"
"DMcx","E103529"
"DMcx","E10353"
"DMcx","E103531"
"DMcx","E103532"
"DMcx","E103533"
"DMcx","E103539"
"DMcx","E10354"
"DMcx","E103541"
"DMcx","E103542"
"DMcx","E103543"
"DMcx","E103549"
"DMcx","E10355"
"DMcx","E103551"
"DMcx","E103552"
"DMcx","E103553"
"DMcx","E103559"
"DMcx","E10359"
"DMcx","E103591"
"DMcx","E103592"
"DMcx","E103593"
"DMcx","E103599"
"DMcx","E1036"
"DMcx","E1037"
"DMcx","E1037X1"
"DMcx","E1037X2"
"DMcx","E1037X3"
"DMcx","E1037X9"
"DMcx","E1039"
"DMcx","E104"
"DMcx","E1040"
"DMcx","E1041"
"DMcx","E1042"
"DMcx","E1043"
"DMcx","E1044"
"DMcx","E1049"
"DMcx","E105"
"DMcx","E1051"
"DMcx","E1052"
"DMcx","E1059"
"DMcx","E107"
"DMcx","E112"
"DMcx","E1121"
"DMcx","E1122"
"DMcx","E1129"
"DMcx","E113"
"DMcx","E1131"
"DMcx","E11311"
"DMcx","E11319"
"DMcx","E1132"
"DMcx","E11321"
"DMcx","E113211"
"DMcx","E113212"
"DMcx","E113213"
"DMcx","E113219"
"DMcx","E11329"
"DMcx","E113291"
"DMcx","E113292"
"DMcx","E113293"
"DMcx","E113299"
"DMcx","E1133"
"DMcx","E11331"
"DMcx","E113311"
"DMcx","E113312"
"DMcx","E113313"
"DMcx","E113319"
"DMcx","E11339"
"DMcx","E113391"
"DMcx","E113392"
"DMcx","E113393"
"DMcx","E113399"
"DMcx","E1134"
"DMcx","E11341"
"DMcx","E113411"
"DMcx","E113412"
"DMcx","E113413"
"DMcx","E113419"
"DMcx","E11349"
"DMcx","E113491"
"DMcx","E113492"
"DMcx","E113493"
"DMcx","E113499"
"DMcx","E1135"
"DMcx","E11351"
"DMcx","E113511"
"DMcx","E113512"
"DMcx","E113513"
"DMcx","E113519"
"DMcx","E11352"
"DMcx","E113521"
"DMcx","E113522"
"DMcx","E113523"
"DMcx","E113529"
"DMcx","E11353"
"DMcx","E113531"
"DMcx","E113532"
"DMcx","E113533"
"DMcx","E113539"
"DMcx","E11354"
"DMcx","E113541"
"DMcx","E113542"
"DMcx","E113543"
"DMcx","E113549"
"DMcx","E11355"
"DMcx","E113551"
"DMcx","E113552"
"DMcx","E113553"
"DMcx","E113559"
"DMcx","E11359"
"DMcx","E113591"
"DMcx","E113592"
"DMcx","E113593"
"DMcx","E113599"
"DMcx","E1136"
"DMcx","E1137"
"DMcx","E1137X1"
"DMcx","E1137X2"
"DMcx","E1137X3"
"DMcx","E1137X9"
"DMcx","E1139"
"DMcx","E114"
"DMcx","E1140"
"DMcx","E1141"
"DMcx","E1142"
"DMcx","E1143"
"DMcx","E1144"
"DMcx","E1149"
"DMcx","E115"
"DMcx","E1151"
"DMcx","E1152"
"DMcx","E1159"
"DMcx","E117"
"DMcx","E122"
"DMcx","E123"
"DMcx","E124"
"DMcx","E125"
"DMcx","E127"
"DMcx","E132"
"DMcx","E1321"
"DMcx","E1322"
"DMcx","E1329"
"DMcx","E133"
"DMcx","E1331"
"DMcx","E13311"
"DMcx","E13319"
"DMcx","E1332"
"DMcx","E13321"
"DMcx","E133211"
"DMcx","E133212"
"DMcx","E133213"
"DMcx","E133219"
"DMcx","E13329"
"DMcx","E133291"
"DMcx","E133292"
"DMcx","E133293"
"DMcx","E133299"
"DMcx","E1333"
"DMcx","E13331"
"DMcx","E133311"
"DMcx","E133312"
"DMcx","E133313"
"DMcx","E133319"
"DMcx","E13339"
"DMcx","E133391"
"DMcx","E133392"
"DMcx","E133393"
"DMcx","E133399"
"DMcx","E1334"
"DMcx","E13341"
"DMcx","E133411"
"DMcx","E133412"
"DMcx","E133413"
"DMcx","E133419"
"DMcx","E13349"
"DMcx","E133491"
"DMcx","E133492"
"DMcx","E133493"
"DMcx","E133499"
"DMcx","E1335"
"DMcx","E13351"
"DMcx","E133511"
"DMcx","E133512"
"DMcx","E133513"
"DMcx","E133519"
"DMcx","E13352"
"DMcx","E133521"
"DMcx","E133522"
"DMcx","E133523"
"DMcx","E133529"
"DMcx","E13353"
"DMcx","E133531"
"DMcx","E133532"
"DMcx","E133533"
"DMcx","E133539"
"DMcx","E13354"
"DMcx","E133541"
"DMcx","E133542"
"DMcx","E133543"
"DMcx","E133549"
"DMcx","E13355"
"DMcx","E133551"
"DMcx","E133552"
"DMcx","E133553"
"DMcx","E133559"
"DMcx","E13359"
"DMcx","E133591"
"DMcx","E133592"
"DMcx","E133593"
"DMcx","E133599"
"DMcx","E1336"
"DMcx","E1337"
"DMcx","E1337X1"
"DMcx","E1337X2"
"DMcx","E1337X3"
"DMcx","E1337X9"
"DMcx","E1339"
"DMcx","E134"
"DMcx","E1340"
"DMcx","E1341"
"DMcx","E1342"
"DMcx","E1343"
"DMcx","E1344"
"DMcx","E1349"
"DMcx","E135"
"DMcx","E1351"
"DMcx","E1352"
"DMcx","E1359"
"DMcx","E137"
"DMcx","E142"
"DMcx","E143"
"DMcx","E144"
"DMcx","E145"
"DMcx","E147"
"Paralysis","G041"
"Paralysis","G114"
"Paralysis","G801"
"Paralysis","G802"
"Paralysis","G81"
"Paralysis","G810"
"Paralysis","G8100"
"Paralysis","G8101"
"Paralysis","G8102"
"Paralysis","G8103"
"Paralysis","G8104"
"Paralysis","G811"
"Paralysis","G8110"
"Paralysis","G8111"
"Paralysis","G8112"
"Paralysis","G8113"
"Paralysis","G8114"
"Paralysis","G819"
"Paralysis","G8190"
"Paralysis","G8191"
"Paralysis","G8192"
"Paralysis","G8193"
"Paralysis","G8194"
"Paralysis","G82"
"Paralysis","G822"
"Paralysis","G8220"
"Paralysis","G8221"
"Paralysis","G8222"
"Paralysis","G825"
"Paralysis","G8250"
"Paralysis","G8251"
"Paralysis","G8252"
"Paralysis","G8253"
"Paralysis","G8254"
"Paralysis","G830"
"Paralysis","G831"
"Paralysis","G8310"
"Paralysis","G8311"
"Paralysis","G8312"
"Paralysis","G8313"
"Paralysis","G8314"
"Paralysis","G832"
"Paralysis","G8320"
"Paralysis","G8321"
"Paralysis","G8322"
"Paralysis","G8323"
"Paralysis","G8324"
"Paralysis","G833"
"Paralysis","G8330"
"Paralysis","G8331"
"Paralysis","G8332"
"Paralysis","G8333"
"Paralysis","G8334"
"Paralysis","G834"
"Paralysis","G839"
"Renal","I120"
"Renal","I131"
"Renal","I1310"
"Renal","I1311"
"Renal","N032"
"Renal","N033"
"Renal","N034"
"Renal","N035"
"Renal","N036"
"Renal","N037"
"Renal","N052"
"Renal","N053"
"Renal","N054"
"Renal","N055"
"Renal","N056"
"Renal","N057"
"Renal","N18"
"Renal","N181"
"Renal","N182"
"Renal","N183"
"Renal","N184"
"Renal","N185"
"Renal","N186"
"Renal","N189"
"Renal","N19"
"Renal","N250"
"Renal","Z490"
"Renal","Z4901"
"Renal","Z4902"
"Renal","Z491"
"Renal","Z492"
"Renal","Z940"
"Renal","Z992"
"Cancer","C00"
"Cancer","C000"
"Cancer","C001"
"Cancer","C002"
"Cancer","C003"
"Cancer","C004"
"Cancer","C005"
"Cancer","C006"
"Cancer","C008"
"Cancer","C009"
"Cancer","C01"
"Cancer","C02"
"Cancer","C020"
"Cancer","C021"
"Cancer","C022"
"Cancer","C023"
"Cancer","C024"
"Cancer","C028"
"Cancer","C029"
"Cancer","C03"
"Cancer","C030"
"Cancer","C031"
"Cancer","C039"
"Cancer","C04"
"Cancer","C040"
"Cancer","C041"
"Cancer","C048"
"Cancer","C049"
"Cancer","C05"
"Cancer","C050"
"Cancer","C051"
"Cancer","C052"
"Cancer","C058"
"Cancer","C059"
"Cancer","C06"
"Cancer","C060"
"Cancer","C061"
"Cancer","C062"
"Cancer","C068"
"Cancer","C0680"
"Cancer","C0689"
"Cancer","C069"
"Cancer","C07"
"Cancer","C08"
"Cancer","C080"
"Cancer","C081"
"Cancer","C089"
"Cancer","C09"
"Cancer","C090"
"Cancer","C091"
"Cancer","C098"
"Cancer","C099"
"Cancer","C10"
"Cancer","C100"
"Cancer","C101"
"Cancer","C102"
"Cancer","C103"
"Cancer","C104"
"Cancer","C108"
"Cancer","C109"
"Cancer","C11"
"Cancer","C110"
"Cancer","C111"
"Cancer","C112"
"Cancer","C113"
"Cancer","C118"
"Cancer","C119"
"Cancer","C12"
"Cancer","C13"
"Cancer","C130"
"Cancer","C131"
"Cancer","C132"
"Cancer","C138"
"Cancer","C139"
"Cancer","C14"
"Cancer","C140"
"Cancer","C142"
"Cancer","C148"
"Cancer","C15"
"Cancer","C153"
"Cancer","C154"
"Cancer","C155"
"Cancer","C158"
"Cancer","C159"
"Cancer","C16"
"Cancer","C160"
"Cancer","C161"
"Cancer","C162"
"Cancer","C163"
"Cancer","C164"
"Cancer","C165"
"Cancer","C166"
"Cancer","C168"
"Cancer","C169"
"Cancer","C17"
"Cancer","C170"
"Cancer","C171"
"Cancer","C172"
"Cancer","C173"
"Cancer","C178"
"Cancer","C179"
"Cancer","C18"
"Cancer","C180"
"Cancer","C181"
"Cancer","C182"
"Cancer","C183"
"Cancer","C184"
"Cancer","C185"
"Cancer","C186"
"Cancer","C187"
"Cancer","C188"
"Cancer","C189"
"Cancer","C19"
"Cancer","C20"
"Cancer","C21"
"Cancer","C210"
"Cancer","C211"
"Cancer","C212"
"Cancer","C218"
"Cancer","C22"
"Cancer","C220"
"Cancer","C221"
"Cancer","C222"
"Cancer","C223"
"Cancer","C224"
"Cancer","C227"
"Cancer","C228"
"Cancer","C229"
"Cancer","C23"
"Cancer","C24"
"Cancer","C240"
"Cancer","C241"
"Cancer","C248"
"Cancer","C249"
"Cancer","C25"
"Cancer","C250"
"Cancer","C251"
"Cancer","C252"
"Cancer","C253"
"Cancer","C254"
"Cancer","C257"
"Cancer","C258"
"Cancer","C259"
"Cancer","C26"
"Cancer","C260"
"Cancer","C261"
"Cancer","C269"
"Cancer","C30"
"Cancer","C300"
"Cancer","C301"
"Cancer","C31"
"Cancer","C310"
"Cancer","C311"
"Cancer","C312"
"Cancer","C313"
"Cancer","C318"
"Cancer","C319"
"Cancer","C32"
"Cancer","C320"
"Cancer","C321"
"Cancer","C322"
"Cancer","C323"
"Cancer","C328"
"Cancer","C329"
"Cancer","C33"
"Cancer","C34"
"Cancer","C340"
"Cancer","C3400"
"Cancer","C3401"
"Cancer","C3402"
"Cancer","C341"
"Cancer","C3410"
